rank,score,action,name,slug,url,clicks,impressions,ctr,position,subtree_product_count,priced_product_count,has_products,rfq_enabled_count,is_rfq_suitable,child_count,is_in_sitemap,is_indexable,has_intro,has_buying_guide,has_faq,has_seo_framework,has_seo_override,has_guide_cluster,has_related_knowledge_article,is_redirect_source
314,18,fill_category_content,Hasps,hasps,https://machrio.com/category/hasps,0,0,0,0,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
315,18,fill_category_content,"Hasps, Latches and Catches",hasps-latches-and-catches,https://machrio.com/category/hasps-latches-and-catches,0,0,0,0,4,4,true,4,true,2,true,true,false,true,true,true,false,false,false,false
316,18,fill_category_content,Key Blanks,key-blanks,https://machrio.com/category/key-blanks,0,0,0,0,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
317,18,fill_category_content,Laminating Machines,laminating-machines,https://machrio.com/category/laminating-machines,0,0,0,0,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
318,18,fill_category_content,Plumbing Power Tools,plumbing-power-tools,https://machrio.com/category/plumbing-power-tools,0,0,0,0,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
319,18,fill_category_content,Pneumatic Tools,pneumatic-tools,https://machrio.com/category/pneumatic-tools,0,0,0,0,4,4,true,4,true,2,true,true,false,true,true,true,false,false,false,false
320,18,fill_category_content,Printer Accessories,printer-accessories,https://machrio.com/category/printer-accessories,0,0,0,0,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
321,18,fill_category_content,Rod Hangers,rod-hangers,https://machrio.com/category/rod-hangers,0,0,0,0,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
322,18,fill_category_content,Screwdriver Bit Sets,screwdriver-bit-sets,https://machrio.com/category/screwdriver-bit-sets,0,0,0,0,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
323,18,fill_category_content,Spherical Washers,spherical-washers,https://machrio.com/category/spherical-washers,0,0,0,0,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
324,18,fill_category_content,Stackable Chairs,stackable-chairs,https://machrio.com/category/stackable-chairs,0,0,0,0,1,1,true,1,true,0,true,true,false,false,false,false,false,false,false,false
325,18,fill_category_content,Tarps & Tarp Accessories,tarps-tarp-accessories,https://machrio.com/category/tarps-tarp-accessories,0,0,0,0,4,4,true,4,true,1,true,true,false,true,true,true,false,false,false,false
326,18,fill_category_content,Welding,welding,https://machrio.com/category/welding,0,0,0,0,4,4,true,4,true,9,true,true,false,true,true,true,false,false,false,false
327,17,fill_category_content,Load Securing & Cargo Control,load-securing-cargo-control,https://machrio.com/category/load-securing-cargo-control,0,0,0,0,3,3,true,3,true,1,true,true,false,true,true,true,false,false,false,false
328,17,fill_category_content,Ventilation Equipment,ventilation-equipment,https://machrio.com/category/ventilation-equipment,0,0,0,0,3,3,true,3,true,1,true,true,false,true,true,true,false,false,false,false
329,16,fill_category_content,Anchors,anchors,https://machrio.com/category/anchors,0,0,0,0,2,2,true,2,true,3,true,true,false,true,true,true,false,false,false,false
330,16,fill_category_content,Arc Welding,arc-welding,https://machrio.com/category/arc-welding,0,0,0,0,2,2,true,2,true,2,true,true,false,true,true,true,false,false,false,false
331,16,fill_category_content,Fleet & Vehicle Maintenance,fleet-vehicle-maintenance,https://machrio.com/category/fleet-vehicle-maintenance,0,0,0,0,2,2,true,2,true,4,true,true,false,true,true,true,false,false,false,false
332,16,fill_category_content,Gas Detection,gas-detection,https://machrio.com/category/gas-detection,0,0,0,0,2,2,true,2,true,2,true,true,false,true,true,true,false,false,false,false
333,16,fill_category_content,Hydration Products,hydration-products,https://machrio.com/category/hydration-products,0,0,0,0,2,2,true,2,true,1,true,true,false,true,true,true,false,false,false,false
334,16,fill_category_content,Robotics & Smart Devices,robotics-smart-devices,https://machrio.com/category/robotics-smart-devices,0,0,0,0,1,1,true,1,true,1,true,true,true,false,false,true,false,false,false,false
335,16,fill_category_content,Vehicle Tools,vehicle-tools,https://machrio.com/category/vehicle-tools,0,0,0,0,2,2,true,2,true,1,true,true,false,true,true,true,false,false,false,false
336,15,improve_ctr_title_meta,Abrasive Blasting Media,abrasive-blasting-media,https://machrio.com/category/abrasive-blasting-media,0,35,0,79.89,0,0,false,0,true,0,false,true,true,true,true,true,false,false,false,false
337,14,add_content_cluster,Adhesive Anchors,adhesive-anchors,https://machrio.com/category/adhesive-anchors,0,0,0,0,1,1,true,1,true,0,true,true,true,true,true,true,false,false,false,false
338,14,seed_demand_capture_page,Air Amplifiers,air-amplifiers,https://machrio.com/category/air-amplifiers,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
339,14,seed_demand_capture_page,Air Handlers,air-handlers,https://machrio.com/category/air-handlers,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
340,14,seed_demand_capture_page,Air Knives,air-knives,https://machrio.com/category/air-knives,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
341,14,seed_demand_capture_page,Air Tool Oil,air-tool-oil,https://machrio.com/category/air-tool-oil,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
342,14,seed_demand_capture_page,Air Wipes,air-wipes,https://machrio.com/category/air-wipes,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
343,14,seed_demand_capture_page,Analog Clocks,analog-clocks,https://machrio.com/category/analog-clocks,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
344,14,fill_category_content,Arc Flash Protection,arc-flash-protection,https://machrio.com/category/arc-flash-protection,0,0,0,0,1,1,true,1,true,1,true,true,false,true,true,true,false,false,false,false
345,14,seed_demand_capture_page,Auto Body Equipment,auto-body-equipment,https://machrio.com/category/auto-body-equipment,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
346,14,seed_demand_capture_page,Auto Body Tools,auto-body-tools,https://machrio.com/category/auto-body-tools,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
347,14,seed_demand_capture_page,Back Supports,back-supports,https://machrio.com/category/back-supports,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
348,14,seed_demand_capture_page,Bench Scales,bench-scales,https://machrio.com/category/bench-scales,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
349,14,seed_demand_capture_page,Bevel Gears,bevel-gears,https://machrio.com/category/bevel-gears,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
350,14,seed_demand_capture_page,Binding Machines,binding-machines,https://machrio.com/category/binding-machines,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
351,14,seed_demand_capture_page,Blowers,blowers,https://machrio.com/category/blowers,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
352,14,seed_demand_capture_page,Body Clips,body-clips,https://machrio.com/category/body-clips,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
353,14,seed_demand_capture_page,Box Dumpers,box-dumpers,https://machrio.com/category/box-dumpers,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
354,14,seed_demand_capture_page,Breather Vents,breather-vents,https://machrio.com/category/breather-vents,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
355,14,seed_demand_capture_page,Broaches,broaches,https://machrio.com/category/broaches,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
356,14,seed_demand_capture_page,Butt Hinges,butt-hinges,https://machrio.com/category/butt-hinges,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
357,14,seed_demand_capture_page,Calibration Weights,calibration-weights,https://machrio.com/category/calibration-weights,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
358,14,seed_demand_capture_page,Captive Panel Screws,captive-panel-screws,https://machrio.com/category/captive-panel-screws,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
359,14,seed_demand_capture_page,Ceramic Magnets,ceramic-magnets,https://machrio.com/category/ceramic-magnets,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
360,14,seed_demand_capture_page,Chain Tools,chain-tools,https://machrio.com/category/chain-tools,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
361,14,seed_demand_capture_page,Chromatography Paper,chromatography-paper,https://machrio.com/category/chromatography-paper,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
362,14,seed_demand_capture_page,Clearance Bars,clearance-bars,https://machrio.com/category/clearance-bars,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
363,14,seed_demand_capture_page,Clevis Pins,clevis-pins,https://machrio.com/category/clevis-pins,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
364,14,seed_demand_capture_page,Closet Door Knobs,closet-door-knobs,https://machrio.com/category/closet-door-knobs,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
365,14,seed_demand_capture_page,CNC Router Bits,cnc-router-bits,https://machrio.com/category/cnc-router-bits,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
366,14,seed_demand_capture_page,Cold Air Guns,cold-air-guns,https://machrio.com/category/cold-air-guns,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
367,14,seed_demand_capture_page,Collated Nails,collated-nails,https://machrio.com/category/collated-nails,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
368,14,seed_demand_capture_page,Compressed Air Dryers,compressed-air-dryers,https://machrio.com/category/compressed-air-dryers,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
369,14,seed_demand_capture_page,Compressed Air Regulators,compressed-air-regulators,https://machrio.com/category/compressed-air-regulators,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
370,14,seed_demand_capture_page,Computer Monitor Arms,computer-monitor-arms,https://machrio.com/category/computer-monitor-arms,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
371,14,seed_demand_capture_page,Concrete Testing,concrete-testing,https://machrio.com/category/concrete-testing,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
372,14,seed_demand_capture_page,Conference Tables,conference-tables,https://machrio.com/category/conference-tables,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
373,14,seed_demand_capture_page,Connecting Rods,connecting-rods,https://machrio.com/category/connecting-rods,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
374,14,seed_demand_capture_page,Corner Protectors,corner-protectors,https://machrio.com/category/corner-protectors,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
375,14,seed_demand_capture_page,Counter Shutters,counter-shutters,https://machrio.com/category/counter-shutters,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
376,14,seed_demand_capture_page,Date Stamps,date-stamps,https://machrio.com/category/date-stamps,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
377,14,seed_demand_capture_page,Depository Safes,depository-safes,https://machrio.com/category/depository-safes,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
378,14,seed_demand_capture_page,Desiccant Breathers,desiccant-breathers,https://machrio.com/category/desiccant-breathers,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
379,14,seed_demand_capture_page,Digital Clocks,digital-clocks,https://machrio.com/category/digital-clocks,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
380,14,seed_demand_capture_page,Disposable Bowls,disposable-bowls,https://machrio.com/category/disposable-bowls,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
381,14,seed_demand_capture_page,Disposable Plates,disposable-plates,https://machrio.com/category/disposable-plates,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
382,14,seed_demand_capture_page,Dock Gates,dock-gates,https://machrio.com/category/dock-gates,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
383,14,seed_demand_capture_page,Drill Bits,drill-bits,https://machrio.com/category/drill-bits,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
384,14,fill_category_content,Drilling & Holemaking,drilling-holemaking,https://machrio.com/category/drilling-holemaking,0,0,0,0,1,1,true,1,true,4,true,true,false,true,true,true,false,false,false,false
385,14,seed_demand_capture_page,Dry Lubricants,dry-lubricants,https://machrio.com/category/dry-lubricants,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
386,14,seed_demand_capture_page,Drywall Lifts,drywall-lifts,https://machrio.com/category/drywall-lifts,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
387,14,seed_demand_capture_page,Dye Penetrant Testing,dye-penetrant-testing,https://machrio.com/category/dye-penetrant-testing,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
388,14,seed_demand_capture_page,Edge Protectors,edge-protectors,https://machrio.com/category/edge-protectors,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
389,14,seed_demand_capture_page,Electric Fence Supplies,electric-fence-supplies,https://machrio.com/category/electric-fence-supplies,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
390,14,seed_demand_capture_page,Electric Process Heaters,electric-process-heaters,https://machrio.com/category/electric-process-heaters,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
391,14,seed_demand_capture_page,Electric Vibrators,electric-vibrators,https://machrio.com/category/electric-vibrators,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
392,14,seed_demand_capture_page,Electrostatic Sprayers,electrostatic-sprayers,https://machrio.com/category/electrostatic-sprayers,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
393,14,seed_demand_capture_page,End Mills,end-mills,https://machrio.com/category/end-mills,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
394,14,seed_demand_capture_page,Expandable File Folders,expandable-file-folders,https://machrio.com/category/expandable-file-folders,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
395,14,seed_demand_capture_page,Eye Bolts,eye-bolts,https://machrio.com/category/eye-bolts,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
396,14,seed_demand_capture_page,Eye Nuts,eye-nuts,https://machrio.com/category/eye-nuts,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
397,14,seed_demand_capture_page,Eyewash Stations,eyewash-stations,https://machrio.com/category/eyewash-stations,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
398,14,seed_demand_capture_page,File Boxes,file-boxes,https://machrio.com/category/file-boxes,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
399,14,fill_category_content,File Folders & Boxes,file-folders-boxes,https://machrio.com/category/file-folders-boxes,0,0,0,0,1,1,true,1,true,4,true,true,false,true,true,true,false,false,false,false
400,14,seed_demand_capture_page,Fixed Gas Detection,fixed-gas-detection,https://machrio.com/category/fixed-gas-detection,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
401,14,seed_demand_capture_page,Flange Nuts,flange-nuts,https://machrio.com/category/flange-nuts,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
402,14,seed_demand_capture_page,Floor Scales,floor-scales,https://machrio.com/category/floor-scales,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
403,14,seed_demand_capture_page,Floor Scrubbers,floor-scrubbers,https://machrio.com/category/floor-scrubbers,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
404,14,fill_category_content,Foam,foam,https://machrio.com/category/foam,0,0,0,0,1,1,true,1,true,2,true,true,false,true,true,true,false,false,false,false
405,14,seed_demand_capture_page,Foam Rings,foam-rings,https://machrio.com/category/foam-rings,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
406,14,seed_demand_capture_page,Garter Springs,garter-springs,https://machrio.com/category/garter-springs,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
407,14,seed_demand_capture_page,Gear Oils,gear-oils,https://machrio.com/category/gear-oils,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
408,14,seed_demand_capture_page,Generator Accessories,generator-accessories,https://machrio.com/category/generator-accessories,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
409,14,seed_demand_capture_page,Generator Transfer Switches,generator-transfer-switches,https://machrio.com/category/generator-transfer-switches,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
410,14,seed_demand_capture_page,Graphite Rods,graphite-rods,https://machrio.com/category/graphite-rods,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
411,14,seed_demand_capture_page,Grease Fittings,grease-fittings,https://machrio.com/category/grease-fittings,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
412,14,seed_demand_capture_page,Grooved Pins,grooved-pins,https://machrio.com/category/grooved-pins,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
413,14,seed_demand_capture_page,Handheld Metal Detectors,handheld-metal-detectors,https://machrio.com/category/handheld-metal-detectors,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
414,14,seed_demand_capture_page,Handle Nuts,handle-nuts,https://machrio.com/category/handle-nuts,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
415,14,seed_demand_capture_page,Hanging File Folders,hanging-file-folders,https://machrio.com/category/hanging-file-folders,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
416,14,seed_demand_capture_page,Hanging Scales,hanging-scales,https://machrio.com/category/hanging-scales,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
417,14,seed_demand_capture_page,Healthcare Lighting,healthcare-lighting,https://machrio.com/category/healthcare-lighting,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
418,14,seed_demand_capture_page,Heated Mats,heated-mats,https://machrio.com/category/heated-mats,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
419,14,seed_demand_capture_page,Helical Gears,helical-gears,https://machrio.com/category/helical-gears,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
420,14,seed_demand_capture_page,High Security Seals,high-security-seals,https://machrio.com/category/high-security-seals,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
421,14,fill_category_content,Hinges,hinges,https://machrio.com/category/hinges,0,0,0,0,1,1,true,1,true,6,true,true,false,true,true,true,false,false,false,false
422,14,seed_demand_capture_page,Hitch Pins,hitch-pins,https://machrio.com/category/hitch-pins,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
423,14,seed_demand_capture_page,Horizontal Lifelines,horizontal-lifelines,https://machrio.com/category/horizontal-lifelines,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
424,14,seed_demand_capture_page,Hotel Safes,hotel-safes,https://machrio.com/category/hotel-safes,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
425,14,seed_demand_capture_page,Hydraulic Motors,hydraulic-motors,https://machrio.com/category/hydraulic-motors,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
426,14,seed_demand_capture_page,Hydraulic Oils,hydraulic-oils,https://machrio.com/category/hydraulic-oils,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
427,14,seed_demand_capture_page,Hydraulic Pipe Benders,hydraulic-pipe-benders,https://machrio.com/category/hydraulic-pipe-benders,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
428,14,seed_demand_capture_page,Hydraulic Torque Wrenches,hydraulic-torque-wrenches,https://machrio.com/category/hydraulic-torque-wrenches,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
429,14,seed_demand_capture_page,IV Supplies,iv-supplies,https://machrio.com/category/iv-supplies,1,2,0.5,79.5,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
430,14,seed_demand_capture_page,Key Cabinets,key-cabinets,https://machrio.com/category/key-cabinets,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
431,14,fill_category_content,Key Control & Duplication,key-control-duplication,https://machrio.com/category/key-control-duplication,0,0,0,0,1,1,true,1,true,4,true,true,false,true,true,true,false,false,false,false
432,14,seed_demand_capture_page,Key Tags,key-tags,https://machrio.com/category/key-tags,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
433,14,seed_demand_capture_page,Kneeling Pads,kneeling-pads,https://machrio.com/category/kneeling-pads,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
434,14,seed_demand_capture_page,Knurling Tools,knurling-tools,https://machrio.com/category/knurling-tools,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
435,14,seed_demand_capture_page,Lab Shelving,lab-shelving,https://machrio.com/category/lab-shelving,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
436,14,fill_category_content,Laminating & Binding Equipment,laminating-binding-equipment,https://machrio.com/category/laminating-binding-equipment,0,0,0,0,1,1,true,1,true,2,true,true,false,true,true,true,false,false,false,false
437,14,seed_demand_capture_page,Landscape Edging,landscape-edging,https://machrio.com/category/landscape-edging,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
438,14,seed_demand_capture_page,Laser Levels,laser-levels,https://machrio.com/category/laser-levels,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
439,14,seed_demand_capture_page,Lathes,lathes,https://machrio.com/category/lathes,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
440,14,seed_demand_capture_page,Literature Displays,literature-displays,https://machrio.com/category/literature-displays,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
441,14,seed_demand_capture_page,Lockboxes,lockboxes,https://machrio.com/category/lockboxes,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
442,14,seed_demand_capture_page,Loose Leaf Paper,loose-leaf-paper,https://machrio.com/category/loose-leaf-paper,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
443,14,seed_demand_capture_page,Lubrication Systems,lubrication-systems,https://machrio.com/category/lubrication-systems,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
444,14,seed_demand_capture_page,Lynch Pins,lynch-pins,https://machrio.com/category/lynch-pins,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
445,14,seed_demand_capture_page,Machine Keys,machine-keys,https://machrio.com/category/machine-keys,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
446,14,seed_demand_capture_page,Machine Oils,machine-oils,https://machrio.com/category/machine-oils,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
447,14,fill_category_content,Machining,machining,https://machrio.com/category/machining,0,0,0,0,1,1,true,1,true,6,true,true,false,true,true,true,false,false,false,false
448,14,seed_demand_capture_page,Magnetic Particle Testing,magnetic-particle-testing,https://machrio.com/category/magnetic-particle-testing,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
449,14,seed_demand_capture_page,Mailing Tubes,mailing-tubes,https://machrio.com/category/mailing-tubes,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
450,14,fill_category_content,Measuring & Layout Tools,measuring-layout-tools,https://machrio.com/category/measuring-layout-tools,0,0,0,0,1,1,true,1,true,2,true,true,false,true,true,true,false,false,false,false
451,14,seed_demand_capture_page,Metal Fabrication Machines,metal-fabrication-machines,https://machrio.com/category/metal-fabrication-machines,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
452,14,fill_category_content,Metals,metals,https://machrio.com/category/metals,0,0,0,0,1,1,true,1,true,1,true,true,false,true,true,true,false,false,false,false
453,14,seed_demand_capture_page,Milling Machines,milling-machines,https://machrio.com/category/milling-machines,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
454,14,seed_demand_capture_page,Motor Run Capacitors,motor-run-capacitors,https://machrio.com/category/motor-run-capacitors,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
455,14,seed_demand_capture_page,Motor Start Capacitors,motor-start-capacitors,https://machrio.com/category/motor-start-capacitors,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
456,14,seed_demand_capture_page,Multiprocess Welders,multiprocess-welders,https://machrio.com/category/multiprocess-welders,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
457,14,seed_demand_capture_page,Multipurpose Grease,multipurpose-grease,https://machrio.com/category/multipurpose-grease,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
458,14,seed_demand_capture_page,Notary Books,notary-books,https://machrio.com/category/notary-books,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
459,14,seed_demand_capture_page,Nozzles for Pressure Washers,nozzles-for-pressure-washers,https://machrio.com/category/nozzles-for-pressure-washers,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
460,14,seed_demand_capture_page,Numbering Stamps,numbering-stamps,https://machrio.com/category/numbering-stamps,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
461,14,seed_demand_capture_page,Open Gear Grease,open-gear-grease,https://machrio.com/category/open-gear-grease,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
462,14,seed_demand_capture_page,O-Ring Grease,o-ring-grease,https://machrio.com/category/o-ring-grease,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
463,14,seed_demand_capture_page,Paper Clips,paper-clips,https://machrio.com/category/paper-clips,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
464,14,seed_demand_capture_page,Parking Curbs,parking-curbs,https://machrio.com/category/parking-curbs,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
465,14,seed_demand_capture_page,Pennants,pennants,https://machrio.com/category/pennants,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
466,14,seed_demand_capture_page,Personnel Lifts,personnel-lifts,https://machrio.com/category/personnel-lifts,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
467,14,seed_demand_capture_page,Pet Treats,pet-treats,https://machrio.com/category/pet-treats,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
468,14,seed_demand_capture_page,Pharmacy Safes,pharmacy-safes,https://machrio.com/category/pharmacy-safes,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
469,14,seed_demand_capture_page,pH Meters,ph-meters,https://machrio.com/category/ph-meters,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
470,14,seed_demand_capture_page,Piano Hinges,piano-hinges,https://machrio.com/category/piano-hinges,0,0,0,0,0,0,false,0,true,0,false,true,false,false,false,false,false,false,false,false
